;from_user_description;Party
;Compte d'un Prof de Lycée qui fait une thèse sur Metz aux XVIII et de Tinette, son chat qui le surveille. Compte joint. #LREM #TdP  🏳️‍🌈🇫🇷🇪🇺;LREM
;🟢 Candidat @Envie_IDF dans le Val d’Oise Animateur LREM Herblay 95;LREM
;Adjointe Maire @villeDijon #PetiteEnfance #égalitéFH #conseillère @dijonmetropole Postière #RSE #ESS #Numérique @groupelaposte #Macron2022 #LREM;LREM
;Rebecca - #JournalisteGoProCommeTaha Je soutiens #LREM, les #FDO. Ni #RN/#LFI/#LR/#EELV, féministe 🇫🇷🇪🇺🌈 #JeSuisMila #JeSuisCharlie #pastafarism 💉Moderna;LREM
;Moto (Kawasaki GTR 1400) Défense des animaux. Anti corrida, anti chasse. Gastronomie. Lecture, poésie. Je soutiens Emmanuel  Macron.;LREM
;#EMClamart #LREM #Clamart #MoDem #Modem92  #renaissanceUE #Dehoche2020;LREM
;soixante huitard  mathématicien et informaticien C'est dans les vieux mots qu'on fait les meilleurs tweets #macron #enmarche   #LOSC #FBPE  🐟 Liberté;LREM
;Compte officiel du GRS 18 (Gauche républicaine et socialiste) pour le département du Cher, @emmanuelmaurel #gauche #socialisme;GRS
;Sénateur du @ValdeMarne_94 Commission des Finances @PCF @senateursCRCE #pollutionsdessols #plateformes;PCF
;Retweete l'actualité de la liste @renaissance_eu pour les #Européennes2019 #Renaissance #LaREM #MoDem Tête de liste @NathalieLoiseau;LREM
;🛵 🎸 #politique #histoire #Paris #Rabat #Perigord 🇪🇺 🇫🇷 🇲🇦 🌈 - Pour un rassemblement LR/LREM/MODEM autour du Président #Macron2022;LREM
;Compte officiel du comité La République en marche de Sarcelles, Garges-lès-Gonesse et Arnouville. lremsga95@gmail.com;LREM
;Conseiller en environnement Président d'ADVALE Membre officiel de la CLE de la Mauldre & de ses Affluents. Membre les Républicains Ancien Ingénieur THALESGROUP;LR
;Adhérente Les républicains  #NS2017. Révoltée par la remise en cause insidieuse des valeurs judéo-chrétiennes de la France.;LR
;Démocrate - Républicain Socialiste Compatible LREM Ancien Élève de l'ENCPB de Paris Diplômé de la S.G Ancien Président du Rotary Club;LREM
;Adhérent EM!  Emmanuel Macron 2022! #BoycottBFMTV #BoycottLCI #BoycottCNEWS Vacciné! 💉💉💉;LREM
;Comité la République en Marche Lyon 1 & 4 animé par Djamila Schafter, animatrice commission Éducation LaRem LyonRhône, Équipe départementale, Toutes Politiques;LREM
;Retraité.  « Moins vaut rage que courage. »    #EnMarche #LREM #Macron #FDO #Sport #Automobiles #Informatique #Meteo;LREM
;Je suis La Flo. Vaccinée. Républicaine, macroniste. Pour 2022, je REMPILE avec confiance. Vive le Président Macron.;LREM
;#nonsisbagliamaiduevolte La democrazia è ogni giorno una scelta consapevole  #RN #Italexit #ProLife #NoUE #combattere #MAGA @Laura_Carrese (Gab) e su GETTR;RN
;#MouvementConservateur, basé au Cameroun. « Conserver ce qui vaut, Réformer ce qu’il faut ». Réservoir d’idées conservatrices au sein de LR. Victoire en 2022 !;LR
;#LREM  🇫🇷🇪🇺;LREM
;Députée #LREM de l’Essonne | 🚺🚹 Présidente de @AN_DroitsFemmes | 🩺 Commissaire @AN_AfSoc | 🇲🇹 Présidente du groupe d'amitié France-Malte;LREM
;lutter contre toute forme d'inégalité, d'obscurantisme, de racisme, d'antisémitisme et de xénophobie. anti FN ! définitivement EM !amoureuse de Paris.;LREM
;Vacciné 💉💉Macron 2022 🇫🇷🇧🇷. #MacronistesAnonymes. #JeSoutiensLesFDO Ingénieur à la retraite. Pas de DM.;LREM
;Référent Mouvement Conservateur Auvergne Rhône-Alpes - Conseiller national #LR;LR
;Passionnément libéral. #LREM;LREM
;Démocrate & Libéral #Modem Marcheur donc #EnMarche #PortesduSoleil #LA #Sezono #EcoFinance #WeAreRenault;MoDem
;Fier de notre président E.Macron.🇫🇷🇫🇷 Et merde aux pisse-vinaigre, aux refoulés, aux Cons! quoi..😜;LREM
;@🇫🇷🇪🇺@viscéralement anti extrêmes-RN-LFI @liberté égalité fraternité @ Emmanuel Macron résolument @ EM 2022 @ Love Cats ❤️;LREM
;Compte du Rassemblement National de la Guadeloupe, également sur Facebook : https://t.co/GCYvmHTXyp… Délégué départemental : @RTolassy;RN
;Née à Dieppe. Vit à Nîmes, micro entrepreneur dans les SAP, LREM, soutien FDO, happy tt simplement 😁;LREM
;Florian, Versailles  🇨🇵LREM🇪🇺  #Macron2022;LREM
;Elu animateur du comite local LREM de Plaisir, membre de l'équipe Toutes Politiques, délégué local des progressistes LGBT+ Mes tweets n'engage que moi.;LREM
;promue « Procureur » le 22 janvier 2021 par LREM 😎;LREM
;Militante LFI, soutien les traitements préventifs. Reinfocovid, laissons les médecins prescrire;LFI
;Consultant auprès de Directions Financières. Engagé avec La République En Marche à Paris. #Militant Pour une Conscience Politique.;LREM
;▪️Jeune engagé @LesRepublicains | @jeunesrep93 | débatre 📝 Agir 📈 Solidarité 🚻  Cohésion🤝 ▪️Ensemble agissons pour la France de demain.;LR
;Prof d'histoire-géo/EMC. Militant au @MoDem, à @centregaux_off et à la @_LICRA_. Adhérent au @Sgen_hn. Amateur de yaourts et de Haribo. Fan d'Elvis & d'Apple.;MoDem
;▪️Membre du Conseil National RN ▪️Génération Nation IDF 🇨🇵;RN
;Les Démocrates 31 EnMarche avec @EmmanuelMacron et @Bayrou #LaRepubliqueEnMarche #Renaissance @enmarchefr @MoDem;LREM
;#StopViolences - un peu de musique, un peu d'humour - liberté, égalité, fraternité, laïcité .°. #LREM 🚶‍♀️🇫🇷🇪🇺🐈🦔🧘🏻‍♀️#Vaccinée💉🦠;LREM
;#Rédacteurweb. #Politique : Ecolo-Macroniste. Candidat #Bolchevique députation Auvergne. #Religion Laïc. Luttes : #Ecologie #Animaux #Greenpeace @PETA_France;LREM
;Député #LREM Vice-Président de la Commission des Affaires étrangères - 7ème circonscription de Seine-et-Marne #circo7707-@AssembleeNat #DirectAN #DirectCirco;LREM
;Jeune retraitée. Vaccinée  ⛔ à la haine, aux extrêmes et surtout aux fachos, passez votre chemin ainsi que les vulgaires.  #soutiens au fdo et à E. Macron;LREM
;Macroniste;LREM
;Bien évidemment, je suis macroniste sans être dogmatique pour autant. Et je le vis très bien.  Bien-sur j'ai mon PASS sanitaire, ça aussi je le vis très bien.;LREM
;Profite de la disponibilité du statut de retraité pour partager ! Membre de Génération.S pour défendre la démocratie et les valeurs qu'elle sous-entend.;Generation.s
;Maria@InFlint on Gab Retired RN. Emergency Psychiatry Sometimes a tranquilizer gun is the answer. Please no DMs not looking.;RN
;🇨🇵 Républicain soucieux du progrès social et environnemental dans une France humaniste 🕊️ Partisan LFI 🌿 « Périsse une relation plutôt qu'un principe » 🖋️;LFI
;Macron 2022;LREM
;Vainqueur de l'élection #Présidentielle de novembre #2017, suite démission #LePen;RN
;Chrétien...Fan de cinéma + littérature SF et Fantasy   Pro: RN, Trump, zemmour, Messiha,  Anti: Islam, Macron, LFI, BLM, NeoFéministes, Gauchistes en général.;RN
;Niçois, Passionné de politique, Utopiste, Anti extrême, devenu pro Macron en lisant les antis Macron....et supporter de l'OGCNice;LREM
;@LREM @Montpellier @Lattes@Macron2022 Militant @EnMarche depuis sa création @LREM@occitanie@herault@34 #soutienMacron2022🇫🇷#TousVaccines #PassSanitaire🇫🇷;LREM
;je vote Macron en attendant une gauche humaniste, sociale, laïque, universaliste. Printemps Républicain. « j’aime les gens qui doutent ». @JeMeFeraiVacciner;LREM
;devotser INSOUMIS VOTE JLM compte de secours en attendant mon retour Agnostique Ennemi des fanatiques Antinéolib Féministe ProLGBT hétéro Lecteur assidu;LFI
;Anti extrêmes y compris les GJ. Respect avant tout. Humour bon enfant. Parler pour ne rien dire ne sert à rien. Nouvelle sur Twitter, 1 peu d'indulgence🤗 #LREM;LREM
;Insoumis, n'aspire pas au repos. Je conchie les macronnards, les apparatchiks du PCF, les intégristes barbus, coiffés d'une kippa ou d'un foulard Hermès;LFI
;💉💉 athée déteste le populisme & le racisme soutien E.Macron Je dis ce que je pense, je fais ce que je dis et j'assume ce que je fais. » athée,marié et gd-père;LREM
;Adhérent RN 🇫🇷🇫🇷🇫🇷anti Macron et anti gauchistes Père de Flic venu d’ailleurs devenu d’ici et fier d’être français vive la France 🇫🇷🇫🇷🇫🇷🇫🇷;RN
;rassemblement national conseiller municipal de drocourt;RN
;J'aime mon pays, ses valeurs, son histoire. La France tu l'aimes ou tu la quittes. #JeNeMeVaccineraiPas👊#TeamPatriotes #Poutine #Trump #RN;RN
;Citoyen engagé🇫🇷🇪🇺  #LREM #TeamProgressistes  et  surtout #TeamChocolatine  Mes tweets n'engagent que moi 🙂;LREM
;Membre RN Paris. Suivi par @MLP_officiel, @JeanMessiha, @SteeveBriois, @HeleneLaporteRN, @jleonardelli_rn, @diaz_edwige, @EleonoreBez🇫🇷🇷🇺🇮🇹🇭🇺✡️;RN
;#GroupeCentristesMacronistres Tweetspersonel #Modem de 2007 à 2010 #LReM depuis 2017. Maire-Adjoint aux Ressources Humaines et au Personnel Communal;LREM
;J 'étais de Gauche / LREM depuis Novembre 2018  / Anti Gilets Jaunes / Anti Extrême gauche et droite .;LREM
;Retraite Enseignant  Maire Adjoint Tarnos jusqu'en 2014 Membre du PS depuis 1974 avec Rocard. Section Tarnos et  BF40. A toujours suivi la  deuxième gauche..;PS
;Chef d'entreprise internationale retraitée (tourisme, événementiel).Centriste, laïque, anti-extrême.  SOUTENIR EMMANUEL MACRON AVEC RADICALITÉ EST UN DEVOIR.;LREM
;Délégation des députés européens @enmarchefr, @MoDem, @agir_officiel et @MvtRadical au sein du groupe @RenewEurope.;LREM
;#1jeune1vote ! 🗳️ Militant EM depuis 2017 |  #Regionales2021 pour #ActeNow #TransformonsDemain @Envie_IDF @Performatif_ @RotaractV #Versailles;LREM
;Conseillère municipale Rassemblement National à Lormont • Conseillère régionale de Nouvelle-Aquitaine • Resp. 4ème circo de Gironde;RN
;Si vis pacem para bellum. Émigrer de sang, français et RN dans le cœur... Ancien parachutiste, compagnie de combat (RPIMa).;RN
;Adhérent et militant rassemblement national #avecMarine #Marine2022   👍Suivi par @MLP_officiel ❤!!  #Patriote #FN #RBM la France tu l'aimes ou tu la quittes 👊;RN
;SocDem - @PS_Morbihan @PSLORIENT @MJS_56 - avec @faureolivier - Ancien secrétaire de section PS de Lochrist - #Lorientais - https://t.co/g7uLNRUqhl;PS
;@Solenerh ❤| Paléo-Libertarien ☆@Rothbardien_☆ | EM Strasbourg.;LREM
;LREM Issy les Moulineaux;LREM
;Patriote, frexit, globe trotteur, #jambonbeurre, Messiah, RN, Team patriote, Zemmour, RN 🇫🇷🇫🇷🇫🇷;RN
;Sénateur des #HautsdeSeine • VP groupe #MajoritéPrésidentielle #Lrem @senateursRDPI • Conseiller municipal #Suresnes •SG de @TerresDeProgres https://t.co/Lequv6JkAl;LREM
;De gauche. D'une gauche qui n'existe plus : aimante, humaniste et anti communautariste, non voiliste... Vote Macron en attendant de trouver mieux. ..;LREM
;Membre du comité d’arrondissement Paris quatorzième. Fédération LR .  21ème sur la liste MCCG 100%14 Municipales 2020.;LR
;Sympathisante En Marche. J'ai mon avis sur chaque mesure et je dis ce que je pense. Calme et bienveillance. Macron 2022. 🇫🇷🇪🇺;LREM
;Étudiant • Candidat RN dans le canton de Châtillon • Référent départemental GN 92 • Responsable de @Cocarde_Sorbon • Élu à la CFVU de @SorbonneParis1;RN
;Agence Alaric - Communication - Elue rurale - Animatrice de Comité #LREM - Responsable d'Association;LREM
;Retraitée éducation nationale , directrice écoles primaire et maternelle. Direction collégiale PS16  Membre CN et BN PS;PS
;Président du groupe Rassemblement National au Conseil régional de Bretagne | Membre du bureau national du RN;RN
;Epicurien de 63 ans, vigilent, ayant horreur du populisme de tout bord. De gauche soutenant le  President et LREM;LREM
;Conseiller municipal RN de Pont Sur Yonne (89140) responsable RN du Canton de Pont Sur Yonne  Membre de la fédération du RN89;RN
;Vive mon RP Emmanuel MACRON ! Je te suis, tu ne me suis pas, tu gicles ! EM2022 et 100% GAY! 85/04 3eRCS FFA Maréchal Des Logis Médaille de la Défense Nationale;LREM
;Collaboratrice parlementaire #LREM #Conseillèremunicipale #Tournefeuille #AvecLaurentSoulié #OppositionConstructive #DémocratieLocale;LREM
;Je n'ai pas le temps de haïr les gens qui me détestent car je suis trop occupé à aimer ceux qui m'aiment. #Macron2022  ANTI #Traore #LDNA #LFI #RN #Jaunes;LREM
;cadre Retraité #Enedis #Engie Intérêt: accès aux #Énergies #arts #Bourgogne #vins #EnMarche #Macron #ChalonSurSaone #chalonenmarche;LREM
;Ma vie : mes 3 enfants💕ma chienne Olympe🦮 mon pays 🇫🇷 ⚜️Anti-immigration anti Lrem #JeVoteRN #TeamPatriotes #Jenemeferaipasvacciner;RN
;Conseillère régionale #RN des Pays de la Loire, membre de la commission #Culture, #sport, vie #associative, #bénévolat et #solidarités. #Juriste.;RN
;Compte officiel du RN de l'Ain (01) | Secrétaire Départemental : @Bkk01;RN
;Anti LREM la parole au peuple🇫🇷, anti islamistes radicales🏴‍☠️Chrétien🇨🇵🇺🇸🇷🇺🇮🇱suivi par @J_Bardella🇫🇷@jeanmessiha🇨🇵💪👍🇨🇵@teampatriote🇨🇵;RN
;militant syndicaliste, retraité Sté de service, membre honoraire du conseil des prudhommes, secrétaire PS section TR Fédé Paris, milite pour l'intergénération;PS
;Je suis pour le rassemblement national nique les noirs et les arabes et les juifs aussi;RN
;Délégué départemental RN des Hauts-de-Seine @RNational_92 | Collaborateur @RNational_IDF |;RN
;si Fortune me tourmente Espérance me contente _______________________ Échappé, en 2019, de la secte macroniste aux adeptes dénués d'esprit critique.;LREM
;Étudiant en Sciences Humaines&Sociales Rassemblement National Vaucluse 📌           Generation Nation 🇨🇵 Avec @MLP_officiel Ⓜ️🇨🇵;RN
;En marche .Emmanuel Macron 2022 j aime la photographie en noir et blanc, l ocean , ma Bretagne , ni RN ni FI retweet ne veut pas dire adhésion ,;LREM
;Responsable Rassemblement National Mulhouse • Conseillère municipale #Mulhouse • Conseillère communautaire #M2A • Conseillère régionale #GrandEst Alsace 🇮🇩;RN
;Conseiller Régional IDF - Membre du Bureau National du #PS - Entrepreneur;PS
;Maire @AutunVille, Président du @MoDem 71 et Coordinateur du groupe @RenewEuropeCor au Comité européen des Régions @EU_Cor;MoDem
;📲 Pôle communication @lesjam60 // 16 ans et soutien Emmanuel #Macron 🇨🇵🇪🇺 // @enmarchefr // #regionales #LaREM #macron #HDF;LREM
;Maire Adjt Culture de la ville d'Elancourt.Vice-Président de Saint Quentin en Yvelines délégué aux sports.Conseil National et Départemental de l'UDI.Pdt de TV78;UDI
;Web tv régionale thématique - Doc, actu, enquête, et investigation en Occitanie et en LR -  ▶️ https://t.co/emtcaEmj1s  https://t.co/NJCsg7SbF9  ⤵️;LR
;#Écologie, #altermondialisme, #éducation, #véganisme, #philosophie, #numérique.    Membre @EELV et @mieux_voter. Conseiller Principal d'Éducation (#CPE);EELV
;Génération Écologie, éternel étudiant en philo, photographe pro tjrs amateur et gratteur de guitare...mais pas que ! ah oui, j’oubliais : #jemeferaivacciner;Generation Ecologie
;ni de gauche ni de droite...soutien total au #PresidentEmmanuelMacron  adhérente #LREM #Macronistesanonymes;LREM
;Compte officiel de La République en Marche dans le #Var #LaREM83;LREM
;Chef d'entreprise #Insoumis. Anti PS LREM LR et RN... Toulousain d'adoption mais déteste le rugby ! Merci de ne pas me suivre !;LFI
;#MoDem. Instinctivement libéral. Tweets personnels et n’engageant que moi. Élu @villeclichy et aussi #madein43. Souvent content sauf quand on me parle de @velib;MoDem
;RASSEMBLEMENT NATIONAL MARINE LE PEN  NOTRE PRESIDENTE 2022 France je vote Marine Le Pen Mon Facebook Pinterest Linkedin  Blogs tweets mes comptes supprimés ?;RN
;Humaniste. Vive la France Vive la République. Laïcité. ⛔FN LFI Je vomis les extrêmes  LREM. Je soutiens les FDO POMPIERS MILITAIRES.;LREM
;🇫🇷 Rassemblement National 🇫🇷 Suivi par :@Frdric_Marie /@Olivier_Monteil / @ThierryTsagalos/@JPFillet /@FranckGalbert / @GVZD;RN
;Conseillère municipale de Contes - Groupe d’opposition « Contes Autrement », membre du comité de #circo0604 #LR;LR
;Athée. #lrem toujours ouvert à discussion. #fbpe Bloque peu, masque si insulte ou pas d'échange intéressant 🚮. Je préfère vous laisser vociferer dans le désert;LREM
;#placomusophobe  militante socialiste membre de Génération.s, militante syndicale @FedUNSATer, fonctionnaire territoriale, élue @villedebegles, entre autres.;Generation.s
;J'aime regarder les étoiles briller ! 🇪🇺🇪🇺🇪🇺    j’aime la France # Emmanuel Macron;LREM
;Député suppléant 1ère circonscription de l'Aube @GBessonMoreau 1er Adjoint Mairie de Vendeuvre et Conseiller communautaire #AUBE #LREM;LREM
;Soutien l'équipe de France : Le Pen, Zemmour, De Villiers, Messiah 🇫🇷 Membre Institut Appolon. Impossible n'est pas 🇫🇷                         #JambonBeurre;RN
;aime suivre la politique je vis à la campagne aime les animaux m’occuper de mon potager RN de cœur anti Macron;RN
;Maire de Bertrimont (76) depuis 20 ans. Anciennement président des Communautés de Communes @TerroirdeCaux et Trois Rivières. Adhérant au @MoDem.;MoDem
;Responsable National des @JAMlyceens/ Responsable National Vie lycéenne des @jeunesmacron /Respo. com. @AveyronEnMArche/ Coopérateur @mVtRadical  #Aveyron #lrem;LREM
;👨‍🌾🏛️Député paysan de la Creuse #LREM📣Porte-parole @EnMarchefr https://www.instagram.com/moreaujb/;LREM
;@jgsmile #jgsmile veut le changement, et si cela passe par le  #RN pourquoi pas essayons ?? Non;RN
;Adhérent, Militant au @RNational_off 🇨🇵 | Membre du Bureau Départemental RN 60 | Responsable du Canton Beauvais-2;RN
;Conseiller municipal minoritaire à #Elbeuf @j_Democrates - #MoDem Député suppléant de @sirasylla76 #Normandie ♥️;MoDem
;Tous #EnMarche vers une société plus inclusive ! @InclusionEM #Macron #SociétéInclusive;LREM
;Ancienne Sénatrice de la #Corrèze et ancienne élue de #Brive, référente départementale LREM de la Corrèze @enmarchemacron @enmarchefr;LREM
;Retraité Cadre Supérieur Infra SNCF. Militant socialiste longtemps. Passé LREM et TdP depuis 2017. Bridge, Marche, Vélo, Actualité Politique. Syndiqué UNSA.;LREM
;Citoyenne engagée #Génération.s #Marseille #PACA - ex tête de liste Bouches-du-Rhône de la liste Rassemblement écologique et social pr les régionales en #PACA;Generation.s
;Français à Madrid. Réferent Pen. Ibérique Jeunes Avec Macron (JAM). Mes tweets n'engagent que moi.  #Politique #Economie #Histoire #Finance #Handicap #egaliteFH;LREM
;🚶🏾‍♀️🚶🏼La République En Marche  ➡️ Tenir ENSEMBLE ! Co-construire : Proposer, Voter, Décider. #Laïcité, #EgalitéDesChances.  Référente : @CazesAngele;LREM
;je ne discute plus avec les LFI RN et autres rageux vulgaires, j'utilise la superbe fonction de blocage ... et j'allais oublier #Macron2022 !!;LREM
;#JeSuisCharlie #LREM #FBPE #StopGiletsJaunes #Macron2022 #NoFakeMed;LREM
;Le patron c’est E. MACRON !! . Je suis Charlie ! Je suis Athée. MLP. 🤮. GJ 🤮 CGT 🤮.  HUMOUR TOUJOURS !!!;LREM
;Adjoint au maire de L'Union chargé de la Sécurité, des Transports et des Déplacements (2014-2016) Conseiller Municipal indépendant (2016-2020) MRSL;MRSL
;Ce n'est pas un échec, ça n'a pas marché Emmanuel Macron il/he PP par @skelethurlant;LREM
;🇪🇸-bzh ❤️ Animaux ❤️ - Anti corrida et chasse 😡⛔️racistes et homophobes ⛔️LREM - RN - LR -Soutien aux Gilets Jaunes - SOUTIEN À JLM 2022;LFI
;Esprit libre et patriote libéral 🇫🇷, farouchement opposé à l’illusion macroniste, je reste fidèle au programme courageux de François Fillon;LR
;Membre du #MoDem - @jdems38 - animateur régional @JDem_AURA 🔶 Auteur 📙 Protégez vous, protégez les autres, respectez les gestes barrières et vaccinez-vous 👌;MoDem
;Compte officiel des jeunes #Démocrates des Pays de la Loire  #Modem   Rejoins-nous !;MoDem
;"Election régionale 2021 Candidat sur la liste Avec Clémentine Autain, ""Pouvoir vivre en Ile-de-France"" pour porter la parole des locataires HLM";Ensemble!
;A Etudié à Marseille les Mathématiques, enseignant dans le secondaire. Engagé avec la France insoumise pour une société plus humaine.;LFI
;Conseillère Régionale RN 🇫🇷#Drôme @RNational_off @auvergnerhalpes Déléguée Départementale RN @RN26_drome #Marine2022;RN
;Étudiant en Histoire à Paris 1 Panthéon-Sorbonne Militant au PS;PS
;Vétérinaire, Maire @VilledEvron , président @lescoevrons et conseiller @lamayenne  président @AMF_53  #UDI;UDI
;Chef d’entreprise, Aup. Maire Adjoint et Vice-Président de l’ACSO, Vice-Président du SMVB, Ancien Gendarme, @umih_france @gendarmerie #teamaf🇫🇷🇪🇺#UDI;UDI
;Patriote de 21 ans✊🏻 Je soutiens le RN et la cause animale🐱 Suivie par @MLP_officiel @ljacobelli @brunogollnisch @Parmentiercaro7🥰 2ème compte: @ElyseeMarine;RN
;Militant altermondialiste et écosocialiste (LFI). Enseignant. MJ , Prince et Funk/soul fan. Actor studio, animation.;LFI
;Que viennent les jours heureux, que nous retrouvions le goût du bonheur avec JL Mélenchon #JLM2022  #JusticePourSteve #LepenMacron la branlée du 20 juin 2021;LFI
;«Le centre est un culbuto auquel la société française revient toujours.» ✩ Européen, libéral, fédéraliste et démocrate ✩ #RenaissanceUE ✩ #ALDEparty ✩ ex-UDI;UDI
;Parlons Santé et Prévention - https://www.parti-udi.fr/sante/ - @UDI_off - (by @Ibra_Amirat);UDI
;Utilise twitter pour etudier la mémétique. Et pour bien rigoler de l'absurde realite politique francaise :-) Tendance Nouvelle Donne;Nouvelle Donne
;Conseiller d'arrondissement Les Républicains Paris12 Présidente de l'Observatoire des Parents &de l'Ecole-OPE ex-Polémiste sur Europe1 Editorialiste SudRadio C;LR
;24 ans Lyonnais/Étudiants en Histoire  📜 🗺 #TeamOL @PCF @_MJCF @IHT_fr;PCF
;🇫🇷 Papa 4x - Ancien de la @MarineNationale (SNLE), Fonctionnaire territorial - Colistier LR 12ème - Force Républicaine, Référent Paris EST - Apps 2️⃣0️⃣2️⃣2️⃣;LR
;(Il/Lui) Militant @PCF. Antifasciste, anticapitaliste. Étudiant en sécurité Informatique. LG(B)TQI+. 'So say we all'.  PV : @cmrdQuentinPV;PCF
;Collaborateur du groupe Union Centriste à la Région @Paysdelaloire - Ancien Adjoint UDI de la Ville de Saumur;UDI
;Étudiant en L3 science politique à @UPJV_Univ | Président @AmiensUNEF | @PCF - @_MJCF | @IHT_FR | 🇫🇷🕊🔻;PCF
;🟣Secrétaire National UDI lutte c/ fraude fiscale sociale & douanière 🇫🇷 Dél. dévpt Association Professionnelle des Magistrats - Ex JI/DNRED/DNLF🤺☥ن🎗✈️;UDI
